0.000000000000000000e+00,1.904761904761904656e-01,3.428571428571428603e-01,0.000000000000000000e+00,6.470588235294116863e-01,1.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.904761904761904656e-01,3.714285714285713302e-01,0.000000000000000000e+00,5.686274509803923571e-01,1.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.904761904761904656e-01,3.714285714285713302e-01,0.000000000000000000e+00,6.470588235294116863e-01,1.000000000000000000e+00,9.999999999999997780e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.904761904761904656e-01,3.714285714285713302e-01,0.000000000000000000e+00,4.117647058823530326e-01,1.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.333333333333332593e-01,8.571428571428574283e-02,0.000000000000000000e+00,6.666666666666669627e-01,1.000000000000000000e+00,4.010810810810809812e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.285714285714286031e-01,1.428571428571429047e-01,0.000000000000000000e+00,6.470588235294116863e-01,1.000000000000000000e+00,4.015444010810809150e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.285714285714286031e-01,2.857142857142858094e-02,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,4.594594594594594295e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.380952380952379155e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.078431372549020217e-01,0.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666667407e-01,8.571428571428569843e-01,3.714285714285713302e-01,0.000000000000000000e+00,7.843137254901961786e-01,1.000000000000000000e+00,4.015444010810809150e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666667407e-01,3.333333333333332593e-01,2.285714285714285365e-01,0.000000000000000000e+00,6.078431372549020217e-01,0.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.904761904761904656e-01,5.714285714285716189e-02,0.000000000000000000e+00,6.078431372549020217e-01,0.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.428571428571427937e-01,3.714285714285713302e-01,0.000000000000000000e+00,6.078431372549020217e-01,0.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.666666666666667407e-01,9.999999999999997780e-01,8.571428571428574283e-02,0.000000000000000000e+00,8.039215686274510109e-01,0.000000000000000000e+00,4.015444010810809150e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666667407e-01,1.428571428571427937e-01,3.714285714285713302e-01,0.000000000000000000e+00,5.882352941176471894e-01,0.000000000000000000e+00,5.559845556756757290e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.666666666666667407e-01,2.857142857142855874e-01,2.571428571428572285e-01,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.809523809523809312e-01,4.285714285714284921e-01,1.000000000000000000e+00,6.078431372549020217e-01,0.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.904761904761904656e-01,2.857142857142856984e-01,0.000000000000000000e+00,6.078431372549020217e-01,0.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666667407e-01,3.333333333333332593e-01,2.857142857142856984e-01,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.333333333333332593e-01,3.714285714285713302e-01,0.000000000000000000e+00,7.254901960784314596e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.761904761904760530e-01,3.714285714285713302e-01,0.000000000000000000e+00,4.117647058823530326e-01,1.000000000000000000e+00,4.015444010810809150e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.904761904761904656e-01,3.714285714285713302e-01,0.000000000000000000e+00,6.862745098039217950e-01,1.000000000000000000e+00,3.243243243243243423e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.333333333333332593e-01,3.714285714285713302e-01,0.000000000000000000e+00,6.078431372549020217e-01,0.000000000000000000e+00,4.989604994594594167e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.333333333333332593e-01,5.428571428571428159e-01,0.000000000000000000e+00,5.882352941176471894e-01,1.000000000000000000e+00,1.441441437837835959e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.333333333333332593e-01,2.857142857142856984e-01,0.000000000000000000e+00,5.490196078431373028e-01,1.000000000000000000e+00,5.559845556756757290e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.333333333333332593e-01,2.857142857142856984e-01,0.000000000000000000e+00,7.058823529411766273e-01,1.000000000000000000e+00,5.559845556756757290e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.285714285714286031e-01,4.285714285714284921e-01,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.333333333333332593e-01,5.142857142857143460e-01,0.000000000000000000e+00,7.254901960784314596e-01,1.000000000000000000e+00,4.015444010810809150e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.238095238095237249e-01,8.571428571428570953e-01,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.904761904761904656e-01,2.000000000000000666e-01,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.333333333333332593e-01,5.142857142857143460e-01,0.000000000000000000e+00,6.078431372549020217e-01,1.000000000000000000e+00,1.891891891891890332e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.380952380952379155e-01,5.714285714285715079e-01,0.000000000000000000e+00,6.470588235294116863e-01,1.000000000000000000e+00,4.010810810810809812e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
